,documents,assigned_topic,timestamp
233,Volume 4 Issue 1 (January 2016,0,2016-01-01 00:00:00
234,"Inspired by biological vision systems, the over-complete local features with
huge cardinality are increasingly used for face recognition during the last
decades. Accordingly, feature selection has become more and more important and
plays a critical role for face data description and recognition. In this paper,
we propose a trainable feature selection algorithm based on the regularized
frame for face recognition. By enforcing a sparsity penalty term on the minimum
squared error (MSE) criterion, we cast the feature selection problem into a
combinatorial sparse approximation problem, which can be solved by greedy
methods or convex relaxation methods. Moreover, based on the same frame, we
propose a sparse Ho-Kashyap (HK) procedure to obtain simultaneously the optimal
sparse solution and the corresponding margin vector of the MSE criterion. The
proposed methods are used for selecting the most informative Gabor features of
face images for recognition and the experimental results on benchmark face
databases demonstrate the effectiveness of the proposed methods",8,2011-02-14 00:00:00
235,"Low-resolution face recognition (LRFR) has received increasing attention over
the past few years. Its applications lie widely in the real-world environment
when high-resolution or high-quality images are hard to capture. One of the
biggest demands for LRFR technologies is video surveillance. As the the number
of surveillance cameras in the city increases, the videos that captured will
need to be processed automatically. However, those videos or images are usually
captured with large standoffs, arbitrary illumination condition, and diverse
angles of view. Faces in these images are generally small in size. Several
studies addressed this problem employed techniques like super resolution,
deblurring, or learning a relationship between different resolution domains. In
this paper, we provide a comprehensive review of approaches to low-resolution
face recognition in the past five years. First, a general problem definition is
given. Later, systematically analysis of the works on this topic is presented
by catogory. In addition to describing the methods, we also focus on datasets
and experiment settings. We further address the related works on unconstrained
low-resolution face recognition and compare them with the result that use
synthetic low-resolution data. Finally, we summarized the general limitations
and speculate a priorities for the future effort",8,2019-03-28 00:00:00
236,"Various factors, such as identities, views (poses), and illuminations, are
coupled in face images. Disentangling the identity and view representations is
a major challenge in face recognition. Existing face recognition systems either
use handcrafted features or learn features discriminatively to improve
recognition accuracy. This is different from the behavior of human brain.
Intriguingly, even without accessing 3D data, human not only can recognize face
identity, but can also imagine face images of a person under different
viewpoints given a single 2D image, making face perception in the brain robust
to view changes. In this sense, human brain has learned and encoded 3D face
models from 2D images. To take into account this instinct, this paper proposes
a novel deep neural net, named multi-view perceptron (MVP), which can untangle
the identity and view features, and infer a full spectrum of multi-view images
in the meanwhile, given a single 2D face image. The identity features of MVP
achieve superior performance on the MultiPIE dataset. MVP is also capable to
interpolate and predict images under viewpoints that are unobserved in the
training data",8,2014-06-26 01:00:00
237,"Face recognition is very helpful in many applications such as video surveillance, forensic applications criminal investigations, and in many other fields. The most common methods includes PCA approach based Eigenface, Linear Discriminant Analysis(LDA), Hidden Markov Model(HMM),DWT, geometry based and template matching approaches.In this paper we are using sparse representation approach to attain more robustness to variation in lighting, directions and expressions. This survey paper performs analysis on different approaches and factors affecting the face recognition",11,2015-02-01 00:00:00
238,"With the rapid development of digital imaging and communication technologies,
image set based face recognition (ISFR) is becoming increasingly important. One
key issue of ISFR is how to effectively and efficiently represent the query
face image set by using the gallery face image sets. The set-to-set distance
based methods ignore the relationship between gallery sets, while representing
the query set images individually over the gallery sets ignores the correlation
between query set images. In this paper, we propose a novel image set based
collaborative representation and classification method for ISFR. By modeling
the query set as a convex or regularized hull, we represent this hull
collaboratively over all the gallery sets. With the resolved representation
coefficients, the distance between the query set and each gallery set can then
be calculated for classification. The proposed model naturally and effectively
extends the image based collaborative representation to an image set based one,
and our extensive experiments on benchmark ISFR databases show the superiority
of the proposed method to state-of-the-art ISFR methods under different set
sizes in terms of both recognition rate and efficiency",11,2013-08-30 01:00:00
239,"This literature review was commissioned to explore the psychological literature relating to facial image comparison with a particular emphasis on whether individuals can be trained to improve performance on this task. Surprisingly few studies have addressed this question directly. As a consequence, this review has been extended to cover training of face recognition and training of different kinds of perceptual comparisons where we are of the opinion that the methodologies or findings of such studies are informative. The majority of studies of face processing have examined face recognition, which relies heavily on memory. This may be memory for a face that was learned recently (e.g. minutes or hours previously) or for a face learned longer ago, perhaps after many exposures (e.g. friends, family members, celebrities). Successful face recognition, irrespective of the type of face, relies on the ability to retrieve the to-berecognised face from long-term memory. This memory is then compared to the physically present image to reach a recognition decision. In contrast, in face matching task two physical representations of a face (live, photographs, movies) are compared and so long-term memory is not involved. Because the comparison is between two present stimuli rather than between a present stimulus and a memory, one might expect that face matching, even if not an easy task, would be easier to do and easier to learn than face recognition. In support of this, there is evidence that judgment tasks where a presented stimulus must be judged by a remembered standard are generally more cognitively demanding than judgments that require comparing two presented stimuli Davies &amp; Parasuraman, 1982; Parasuraman &amp; Davies, 1977; Warm and Dember, 1998). Is there enough overlap between face recognition and matching that it is useful to look at the literature recognition? No study has directly compared face recognition and face matching, so we turn to research in which people decided whether two non-face stimuli were the same or different. In these studies, accuracy of comparison is not always better when the comparator is present than when it is remembered. Further, all perceptual factors that were found to affect comparisons of simultaneously presented objects also affected comparisons of successively presented objects in qualitatively the same way. Those studies involved judgments about colour (Newhall, Burnham &amp; Clark, 1957; Romero, Hita &amp; Del Barco, 1986), and shape (Larsen, McIlhagga &amp; Bundesen, 1999; Lawson, Bülthoff &amp; Dumbell, 2003; Quinlan, 1995). Although one must be cautious in generalising from studies of object processing to studies of face processing (see, e.g., section comparing face processing to object processing), from these kinds of studies there is no evidence to suggest that there are qualitative differences in the perceptual aspects of how recognition and matching are done. As a result, this review will include studies of face recognition skill as well as face matching skill. The distinction between face recognition involving memory and face matching not involving memory is clouded in many recognition studies which require observers to decide which of many presented faces matches a remembered face (e.g., eyewitness studies). And of course there are other forensic face-matching tasks that will require comparison to both presented and remembered comparators (e.g., deciding whether any person in a video showing a crowd is the target person). For this reason, too, we choose to include studies of face recognition as well as face matching in our revie",4,2011-01-01 00:00:00
240,"We present in this paper a biometric system of face detection and recognition
in color images. The face detection technique is based on skin color
information and fuzzy classification. A new algorithm is proposed in order to
detect automatically face features (eyes, mouth and nose) and extract their
correspondent geometrical points. These fiducial points are described by sets
of wavelet components which are used for recognition. To achieve the face
recognition, we use neural networks and we study its performances for different
inputs. We compare the two types of features used for recognition: geometric
distances and Gabor coefficients which can be used either independently or
jointly. This comparison shows that Gabor coefficients are more powerful than
geometric distances. We show with experimental results how the importance
recognition ratio makes our system an effective tool for automatic face
detection and recognition",8,2009-07-28 00:00:00
241,"Starting in the seventies, face recognition has become one of the most
researched topics in computer vision and biometrics. Traditional methods based
on hand-crafted features and traditional machine learning techniques have
recently been superseded by deep neural networks trained with very large
datasets. In this paper we provide a comprehensive and up-to-date literature
review of popular face recognition methods including both traditional
(geometry-based, holistic, feature-based and hybrid methods) and deep learning
methods",8,2018-10-31 00:00:00
242,"In PCA-based face recognition, there is often a trade-off between selecting the most relevant parts of a face image for recognition and not discarding information which may be useful. The work presented in this paper proposes a method to automatically determine the most discriminative coefficients in a DWT/PCA-based face recognition system, based on their inter-class and intra-class standard deviations. In addition, the eigenfaces used for recognition are generally chosen based on the value of their associated eigenvalues. However, the variance indicated by the eigenvalues may be due to factors such as variation in illumination levels between training set faces, rather than differences that are useful for identification. The work presented proposes a method to automatically determine the most discriminative eigenfaces, based on the inter-class and intra-class standard deviations of the training set eigenface weight vectors. The results obtained using the AT&T database show an improvement over existing DWT/PCA coefficient selection techniques",8,2008-01-01 00:00:00
243,"The pose problem is one of the bottlenecks in automatic face recognition. We
argue that one of the diffculties in this problem is the severe misalignment in
face images or feature vectors with different poses. In this paper, we propose
that this problem can be statistically solved or at least mitigated by
maximizing the intra-subject across-pose correlations via canonical correlation
analysis (CCA). In our method, based on the data set with coupled face images
of the same identities and across two different poses, CCA learns
simultaneously two linear transforms, each for one pose. In the transformed
subspace, the intra-subject correlations between the different poses are
maximized, which implies pose-invariance or pose-robustness is achieved. The
experimental results show that our approach could considerably improve the
recognition performance. And if further enhanced with holistic+local feature
representation, the performance could be comparable to the state-of-the-art",8,2015-07-29 01:00:00
244,"Heterogeneous face recognition between color image and depth image is a much
desired capacity for real world applications where shape information is looked
upon as merely involved in gallery. In this paper, we propose a cross-modal
deep learning method as an effective and efficient workaround for this
challenge. Specifically, we begin with learning two convolutional neural
networks (CNNs) to extract 2D and 2.5D face features individually. Once
trained, they can serve as pre-trained models for another two-way CNN which
explores the correlated part between color and depth for heterogeneous
matching. Compared with most conventional cross-modal approaches, our method
additionally conducts accurate depth image reconstruction from single color
image with Conditional Generative Adversarial Nets (cGAN), and further enhances
the recognition performance by fusing multi-modal matching results. Through
both qualitative and quantitative experiments on benchmark FRGC 2D/3D face
database, we demonstrate that the proposed pipeline outperforms
state-of-the-art performance on heterogeneous face recognition and ensures a
drastically efficient on-line stage",11,2017-09-13 01:00:00
245,"A key recent advance in face recognition models a test face image as a sparse
linear combination of a set of training face images. The resulting sparse
representations have been shown to possess robustness against a variety of
distortions like random pixel corruption, occlusion and disguise. This approach
however makes the restrictive (in many scenarios) assumption that test faces
must be perfectly aligned (or registered) to the training data prior to
classification. In this paper, we propose a simple yet robust local block-based
sparsity model, using adaptively-constructed dictionaries from local features
in the training data, to overcome this misalignment problem. Our approach is
inspired by human perception: we analyze a series of local discriminative
features and combine them to arrive at the final classification decision. We
propose a probabilistic graphical model framework to explicitly mine the
conditional dependencies between these distinct sparse local features. In
particular, we learn discriminative graphs on sparse representations obtained
from distinct local slices of a face. Conditional correlations between these
sparse features are first discovered (in the training phase), and subsequently
exploited to bring about significant improvements in recognition rates.
Experimental results obtained on benchmark face databases demonstrate the
effectiveness of the proposed algorithms in the presence of multiple
registration errors (such as translation, rotation, and scaling) as well as
under variations of pose and illumination",8,2011-11-08 00:00:00
246,"The recent explosive growth in convolutional neural network (CNN) research
has produced a variety of new architectures for deep learning. One intriguing
new architecture is the bilinear CNN (B-CNN), which has shown dramatic
performance gains on certain fine-grained recognition problems [15]. We apply
this new CNN to the challenging new face recognition benchmark, the IARPA Janus
Benchmark A (IJB-A) [12]. It features faces from a large number of identities
in challenging real-world conditions. Because the face images were not
identified automatically using a computerized face detection system, it does
not have the bias inherent in such a database. We demonstrate the performance
of the B-CNN model beginning from an AlexNet-style network pre-trained on
ImageNet. We then show results for fine-tuning using a moderate-sized and
public external database, FaceScrub [17]. We also present results with
additional fine-tuning on the limited training data provided by the protocol.
In each case, the fine-tuned bilinear model shows substantial improvements over
the standard CNN. Finally, we demonstrate how a standard CNN pre-trained on a
large face database, the recently released VGG-Face model [20], can be
converted into a B-CNN without any additional feature training. This B-CNN
improves upon the CNN performance on the IJB-A benchmark, achieving 89.5%
rank-1 recall",11,2016-03-28 00:00:00
247,"Face Recognition has been studied for many decades. As opposed to traditional
hand-crafted features such as LBP and HOG, much more sophisticated features can
be learned automatically by deep learning methods in a data-driven way. In this
paper, we propose a two-stage approach that combines a multi-patch deep CNN and
deep metric learning, which extracts low dimensional but very discriminative
features for face verification and recognition. Experiments show that this
method outperforms other state-of-the-art methods on LFW dataset, achieving
99.77% pair-wise verification accuracy and significantly better accuracy under
other two more practical protocols. This paper also discusses the importance of
data size and the number of patches, showing a clear path to practical
high-performance face recognition systems in real world",8,2015-07-22 01:00:00
248,"There has been an increasing research interest in age-invariant face
recognition. However, matching faces with big age gaps remains a challenging
problem, primarily due to the significant discrepancy of face appearances
caused by aging. To reduce such a discrepancy, in this paper we propose a novel
algorithm to remove age-related components from features mixed with both
identity and age information. Specifically, we factorize a mixed face feature
into two uncorrelated components: identity-dependent component and
age-dependent component, where the identity-dependent component includes
information that is useful for face recognition. To implement this idea, we
propose the Decorrelated Adversarial Learning (DAL) algorithm, where a
Canonical Mapping Module (CMM) is introduced to find the maximum correlation
between the paired features generated by a backbone network, while the backbone
network and the factorization module are trained to generate features reducing
the correlation. Thus, the proposed model learns the decomposed features of age
and identity whose correlation is significantly reduced. Simultaneously, the
identity-dependent feature and the age-dependent feature are respectively
supervised by ID and age preserving signals to ensure that they both contain
the correct information. Extensive experiments are conducted on popular
public-domain face aging datasets (FG-NET, MORPH Album 2, and CACD-VS) to
demonstrate the effectiveness of the proposed approach",8,2019-04-09 01:00:00
249,"Computer-based human face detection and recognition systems proliferate in various sectors such as universities, factories and other organisation [1]. This system refers to a branch of computer technology that can recognise human faces in digital images..",8,2020-01-01 00:00:00
250,"Cross modal face matching between the thermal and visible spectrum is a much
desired capability for night-time surveillance and security applications. Due
to a very large modality gap, thermal-to-visible face recognition is one of the
most challenging face matching problem. In this paper, we present an approach
to bridge this modality gap by a significant margin. Our approach captures the
highly non-linear relationship between the two modalities by using a deep
neural network. Our model attempts to learn a non-linear mapping from visible
to thermal spectrum while preserving the identity information. We show
substantive performance improvement on three difficult thermal-visible face
datasets. The presented approach improves the state-of-the-art by more than
10\% on UND-X1 dataset and by more than 15-30\% on NVESD dataset in terms of
Rank-1 identification. Our method bridges the drop in performance due to the
modality gap by more than 40\%",8,2016-07-07 00:00:00
251,"Examplers of a face are formed from multiple gallery images of a person and
are used in the process of classification of a test image. We incorporate such
examplers in forming a biologically inspired local binary decisions on
similarity based face recognition method. As opposed to single model approaches
such as face averages the exampler based approach results in higher recognition
accu- racies and stability. Using multiple training samples per person, the
method shows the following recognition accuracies: 99.0% on AR, 99.5% on FERET,
99.5% on ORL, 99.3% on EYALE, 100.0% on YALE and 100.0% on CALTECH face
databases. In addition to face recognition, the method also detects the natural
variability in the face images which can find application in automatic tagging
of face images",8,2012-01-28 00:00:00
252,"The model of low-dimensional manifold and sparse representation are two
well-known concise models that suggest each data can be described by a few
characteristics. Manifold learning is usually investigated for dimension
reduction by preserving some expected local geometric structures from the
original space to a low-dimensional one. The structures are generally
determined by using pairwise distance, e.g., Euclidean distance. Alternatively,
sparse representation denotes a data point as a linear combination of the
points from the same subspace. In practical applications, however, the nearby
points in terms of pairwise distance may not belong to the same subspace, and
vice versa. Consequently, it is interesting and important to explore how to get
a better representation by integrating these two models together. To this end,
this paper proposes a novel coding algorithm, called Locality-Constrained
Collaborative Representation (LCCR), which improves the robustness and
discrimination of data representation by introducing a kind of local
consistency. The locality term derives from a biologic observation that the
similar inputs have similar code. The objective function of LCCR has an
analytical solution, and it does not involve local minima. The empirical
studies based on four public facial databases, ORL, AR, Extended Yale B, and
Multiple PIE, show that LCCR is promising in recognizing human faces from
frontal views with varying expression and illumination, as well as various
corruptions and occlusions",11,2013-03-30 00:00:00
253,"This paper presents a computationally efficient yet powerful binary framework
for robust facial representation based on image gradients. It is termed as
structural binary gradient patterns (SBGP). To discover underlying local
structures in the gradient domain, we compute image gradients from multiple
directions and simplify them into a set of binary strings. The SBGP is derived
from certain types of these binary strings that have meaningful local
structures and are capable of resembling fundamental textural information. They
detect micro orientational edges and possess strong orientation and locality
capabilities, thus enabling great discrimination. The SBGP also benefits from
the advantages of the gradient domain and exhibits profound robustness against
illumination variations. The binary strategy realized by pixel correlations in
a small neighborhood substantially simplifies the computational complexity and
achieves extremely efficient processing with only 0.0032s in Matlab for a
typical face image. Furthermore, the discrimination power of the SBGP can be
enhanced on a set of defined orientational image gradient magnitudes, further
enforcing locality and orientation. Results of extensive experiments on various
benchmark databases illustrate significant improvements of the SBGP based
representations over the existing state-of-the-art local descriptors in the
terms of discrimination, robustness and complexity. Codes for the SBGP methods
will be available at
http://www.eee.manchester.ac.uk/research/groups/sisp/software/",8,2015-06-01 01:00:00
254,"This paper proposes a face recognition system that can be used to effectively match a face image scanned from an identity (ID) doc-ument against the face image stored in the biometric chip of such a document. The purpose of this specific face recognition algorithm is to aid the automatic detection of forged ID documents where the photography printed on the document’s surface has been altered or replaced. The proposed algorithm uses a novel combination of texture and shape features together with sub-space representation techniques. In addition, the robustness of the proposed algorithm when dealing with more general face recognition tasks has been proven with the Good, the Bad & the Ugly (GBU) dataset, one of the most challenging datasets containing frontal faces. The proposed algorithm has been complement-ed with a novel method that adopts two operating points to enhance the reliability of the algorithm’s final verification decision.Final Accepted Versio",8,2016-07-28 00:00:00
255,"Recurrent networks have been successful in analyzing temporal data and have
been widely used for video analysis. However, for video face recognition, where
the base CNNs trained on large-scale data already provide discriminative
features, using Long Short-Term Memory (LSTM), a popular recurrent network, for
feature learning could lead to overfitting and degrade the performance instead.
We propose a Recurrent Embedding Aggregation Network (REAN) for set to set face
recognition. Compared with LSTM, REAN is robust against overfitting because it
only learns how to aggregate the pre-trained embeddings rather than learning
representations from scratch. Compared with quality-aware aggregation methods,
REAN can take advantage of the context information to circumvent the noise
introduced by redundant video frames. Empirical results on three public domain
video face recognition datasets, IJB-S, YTF, and PaSC show that the proposed
REAN significantly outperforms naive CNN-LSTM structure and quality-aware
aggregation methods",11,2019-06-25 01:00:00
256,"Face recognition is a long standing challenge in the field of Artificial
Intelligence (AI). The goal is to create systems that accurately detect,
recognize, verify, and understand human faces. There are significant technical
hurdles in making these systems accurate, particularly in unconstrained
settings due to confounding factors related to pose, resolution, illumination,
occlusion, and viewpoint. However, with recent advances in neural networks,
face recognition has achieved unprecedented accuracy, largely built on
data-driven deep learning methods. While this is encouraging, a critical aspect
that is limiting facial recognition accuracy and fairness is inherent facial
diversity. Every face is different. Every face reflects something unique about
us. Aspects of our heritage - including race, ethnicity, culture, geography -
and our individual identify - age, gender, and other visible manifestations of
self-expression, are reflected in our faces. We expect face recognition to work
equally accurately for every face. Face recognition needs to be fair. As we
rely on data-driven methods to create face recognition technology, we need to
ensure necessary balance and coverage in training data. However, there are
still scientific questions about how to represent and extract pertinent facial
features and quantitatively measure facial diversity. Towards this goal,
Diversity in Faces (DiF) provides a data set of one million annotated human
face images for advancing the study of facial diversity. The annotations are
generated using ten well-established facial coding schemes from the scientific
literature. The facial coding schemes provide human-interpretable quantitative
measures of facial features. We believe that by making the extracted coding
schemes available on a large set of faces, we can accelerate research and
development towards creating more fair and accurate facial recognition systems",11,2019-04-08 01:00:00
257,"Pushing by big data and deep convolutional neural network (CNN), the
performance of face recognition is becoming comparable to human. Using private
large scale training datasets, several groups achieve very high performance on
LFW, i.e., 97% to 99%. While there are many open source implementations of CNN,
none of large scale face dataset is publicly available. The current situation
in the field of face recognition is that data is more important than algorithm.
To solve this problem, this paper proposes a semi-automatical way to collect
face images from Internet and builds a large scale dataset containing about
10,000 subjects and 500,000 images, called CASIAWebFace. Based on the database,
we use a 11-layer CNN to learn discriminative representation and obtain
state-of-theart accuracy on LFW and YTF. The publication of CASIAWebFace will
attract more research groups entering this field and accelerate the development
of face recognition in the wild",8,2014-11-28 00:00:00
258,"Face recognition systems are the need of time. We have applied de-noising technique and GLD method in conjunction with Viola-Jones, PCA-ANN and achieved recognition rate beyond expectation",8,2016-03-01 00:00:00
259,"In this paper, a novel technique named random subspace two-dimensional LDA
(RS-2DLDA) is developed for face recognition. This approach offers a number of
improvements over the random subspace two-dimensional PCA (RS2DPCA) framework
introduced by Nguyen et al. [5]. Firstly, the eigenvectors from 2DLDA have more
discriminative power than those from 2DPCA, resulting in higher accuracy for
the RS-2DLDA method over RS-2DPCA. Various distance metrics are evaluated, and
a weighting scheme is developed to further boost accuracy. A series of
experiments on the MORPH-II and ORL datasets are conducted to demonstrate the
effectiveness of this approach",11,2017-11-01 00:00:00
260,"In this paper we present an efficient implementation using triplet loss for
face recognition. We conduct the practical experiment to analyze the factors
that influence the training of triplet loss. All models are trained on
CASIA-Webface dataset and tested on LFW. We analyze the experiment results and
give some insights to help others balance the factors when they apply triplet
loss to their own problem especially for face recognition task. Code has been
released in https://github.com/yule-li/MassFace",11,2019-02-28 00:00:00
261,"In this paper, we propose a method to apply the popular cascade classifier
into face recognition to improve the computational efficiency while keeping
high recognition rate. In large scale face recognition systems, because the
probability of feature templates coming from different subjects is very high,
most of the matching pairs will be rejected by the early stages of the cascade.
Therefore, the cascade can improve the matching speed significantly. On the
other hand, using the nested structure of the cascade, we could drop some
stages at the end of feature to reduce the memory and bandwidth usage in some
resources intensive system while not sacrificing the performance too much. The
cascade is learned by two steps. Firstly, some kind of prepared features are
grouped into several nested stages. And then, the threshold of each stage is
learned to achieve user defined verification rate (VR). In the paper, we take a
landmark based Gabor+LDA face recognition system as baseline to illustrate the
process and advantages of the proposed method. However, the use of this method
is very generic and not limited in face recognition, which can be easily
generalized to other biometrics as a post-processing module. Experiments on the
FERET database show the good performance of our baseline and an experiment on a
self-collected large scale database illustrates that the cascade can improve
the matching speed significantly",8,2013-02-28 00:00:00
262,"Facial images in surveillance or mobile scenarios often have large view-point
variations in terms of pitch and yaw angles. These jointly occurred angle
variations make face recognition challenging. Current public face databases
mainly consider the case of yaw variations. In this paper, a new large-scale
Multi-yaw Multi-pitch high-quality database is proposed for Facial Pose
Analysis (M2FPA), including face frontalization, face rotation, facial pose
estimation and pose-invariant face recognition. It contains 397,544 images of
229 subjects with yaw, pitch, attribute, illumination and accessory. M2FPA is
the most comprehensive multi-view face database for facial pose analysis.
Further, we provide an effective benchmark for face frontalization and
pose-invariant face recognition on M2FPA with several state-of-the-art methods,
including DR-GAN, TP-GAN and CAPG-GAN. We believe that the new database and
benchmark can significantly push forward the advance of facial pose analysis in
real-world applications. Moreover, a simple yet effective parsing guided
discriminator is introduced to capture the local consistency during GAN
optimization. Extensive quantitative and qualitative results on M2FPA and
Multi-PIE demonstrate the superiority of our face frontalization method.
Baseline results for both face synthesis and face recognition from
state-of-theart methods demonstrate the challenge offered by this new database",11,2019-10-20 01:00:00
263,"In this paper we present Deep Secure Encoding: a framework for secure
classification using deep neural networks, and apply it to the task of
biometric template protection for faces. Using deep convolutional neural
networks (CNNs), we learn a robust mapping of face classes to high entropy
secure codes. These secure codes are then hashed using standard hash functions
like SHA-256 to generate secure face templates. The efficacy of the approach is
shown on two face databases, namely, CMU-PIE and Extended Yale B, where we
achieve state of the art matching performance, along with cancelability and
high security with no unrealistic assumptions. Furthermore, the scheme can work
in both identification and verification modes",8,2015-06-13 01:00:00
264,"Face recognition is one of the most successful applications of image analysis and understanding and has gained much attention in recent years. Among many approaches to the problem of face recognition, appearance-based subspace analysis still gives the most promising results. In this paper we study the three most popular appearance-based face recognition projection methods (PCA, LDA and ICA). All methods are tested in equal working conditions regarding preprocessing and algorithm implementation on the FERET data set with its standard tests. We also compare the ICA method with its whitening preprocess and find out that there is no significant difference between them. When we compare different projection with different metrics we found out that the LDA+COS combination is the most promising for all tasks. The L1 metric gives the best results in

combination with PCA and ICA1, and COS is superior to any other metric when used with LDA and ICA2. Our results are compared to other studies and some discrepancies are pointed ou",11,2006-01-01 00:00:00
265,"Facial expressions convey non-verbal cues, which play an important role in
interpersonal relations. Automatic recognition of human face based on facial
expression can be an important component of natural human-machine interface. It
may also be used in behavioural science. Although human can recognize the face
practically without any effort, but reliable face recognition by machine is a
challenge. This paper presents a new approach for recognizing the face of a
person considering the expressions of the same human face at different
instances of time. This methodology is developed combining Eigenface method for
feature extraction and modified k-Means clustering for identification of the
human face. This method endowed the face recognition without using the
conventional distance measure classifiers. Simulation results show that
proposed face recognition using perception of k-Means clustering is useful for
face images with different facial expressions",8,2011-04-06 00:00:00
266,"Soodamani Ramalingam, 'Fuzzy interval-valued multi criteria based decision making for ranking features in multi-modal 3D face recognition', Fuzzy Sets and Systems, In Press version available online 13 June 2017. This is an Open Access paper, made available under the Creative Commons license CC BY 4.0 https://creativecommons.org/licenses/by/4.0/This paper describes an application of multi-criteria decision making (MCDM) for multi-modal fusion of features in a 3D face recognition system. A decision making process is outlined that is based on the performance of multi-modal features in a face recognition task involving a set of 3D face databases. In particular, the fuzzy interval valued MCDM technique called TOPSIS is applied for ranking and deciding on the best choice of multi-modal features at the decision stage. It provides a formal mechanism of benchmarking their performances against a set of criteria. The technique demonstrates its ability in scaling up the multi-modal features.Peer reviewedProo",8,2017-06-13 00:00:00
267,"In this paper, we propose a novel Global Norm-Aware Pooling (GNAP) block,
which reweights local features in a convolutional neural network (CNN)
adaptively according to their L2 norms and outputs a global feature vector with
a global average pooling layer. Our GNAP block is designed to give dynamic
weights to local features in different spatial positions without losing spatial
symmetry. We use a GNAP block in a face feature embedding CNN to produce
discriminative face feature vectors for pose-robust face recognition. The GNAP
block is of very cheap computational cost, but it is very powerful for
frontal-profile face recognition. Under the CFP frontal-profile protocol, the
GNAP block can not only reduce EER dramatically but also boost TPR@FPR=0.1%
(TPR i.e. True Positive Rate, FPR i.e. False Positive Rate) substantially. Our
experiments show that the GNAP block greatly promotes pose-robust face
recognition over the base model especially at low false positive rate",1,2018-08-01 01:00:00
268,"Face analysis techniques have become a crucial component of human-machine
interaction in the fields of assistive and humanoid robotics. However, the
variations in head-pose that arise naturally in these environments are still a
great challenge. In this paper, we present a real-time capable 3D face
modelling framework for 2D in-the-wild images that is applicable for robotics.
The fitting of the 3D Morphable Model is based exclusively on automatically
detected landmarks. After fitting, the face can be corrected in pose and
transformed back to a frontal 2D representation that is more suitable for face
recognition. We conduct face recognition experiments with non-frontal images
from the MUCT database and uncontrolled, in the wild images from the PaSC
database, the most challenging face recognition database to date, showing an
improved performance. Finally, we present our SCITOS G5 robot system, which
incorporates our framework as a means of image pre-processing for face
analysis",8,2016-06-01 01:00:00
269,"Face recognition difficulties are frequently documented in children with autism spectrum disorders (ASD). It has been hypothesized that these difficulties result from a reduced interest in faces early in life, leading to decreased cortical specialization and atypical development of the neural circuitry for face processing. However, a recent study by our lab demonstrated that infants at increased familial risk for ASD, irrespective of their diagnostic status at 3 years, exhibit a clear orienting response to faces. The present study was conducted as a follow-up on the same cohort to investigate how measures of early engagement with faces relate to face-processing abilities later in life. We also investigated whether face recognition difficulties are specifically related to an ASD diagnosis, or whether they are present at a higher rate in all those at familial risk. At 3 years we found a reduced ability to recognize unfamiliar faces in the high-risk group that was not specific to those children who received an ASD diagnosis, consistent with face recognition difficulties being an endophenotype of the disorder. Furthermore, we found that longer looking at faces at 7 months was associated with poorer performance on the face recognition task at 3 years in the high- risk group. These findings suggest that longer looking at faces in infants at risk for ASD might reflect early face-processing difficulties and predicts difficulties with recognizing faces later in life",4,1970-12-19 01:00:00
270,"In this paper we describe a solution to our entry for the emotion recognition
challenge EmotiW 2017. We propose an ensemble of several models, which capture
spatial and audio features from videos. Spatial features are captured by
convolutional neural networks, pretrained on large face recognition datasets.
We show that usage of strong industry-level face recognition networks increases
the accuracy of emotion recognition. Using our ensemble we improve on the
previous best result on the test set by about 1 %, achieving a 60.03 %
classification accuracy without any use of visual temporal information",11,2017-11-13 00:00:00
271,"Face recognition difficulties are frequently documented in children with autism spectrum disorders (ASD). It has been hypothesized that these difficulties result from a reduced interest in faces early in life, leading to decreased cortical specialization and atypical development of the neural circuitry for face processing. However, a recent study by our lab demonstrated that infants at increased familial risk for ASD, irrespective of their diagnostic status at 3 years, exhibit a clear orienting response to faces. The present study was conducted as a follow-up on the same cohort to investigate how measures of early engagement with faces relate to face-processing abilities later in life. We also investigated whether face recognition difficulties are specifically related to an ASD diagnosis, or whether they are present at a higher rate in all those at familial risk. At 3 years we found a reduced ability to recognize unfamiliar faces in the high-risk group that was not specific to those children who received an ASD diagnosis, consistent with face recognition difficulties being an endophenotype of the disorder. Furthermore, we found that longer looking at faces at 7 months was associated with poorer performance on the face recognition task at 3 years in the high- risk group. These findings suggest that longer looking at faces in infants at risk for ASD might reflect early face-processing difficulties and predicts difficulties with recognizing faces later in life",4,2014-07-01 00:00:00
272,"Face recognition approaches that are based on deep convolutional neural
networks (CNN) have been dominating the field. The performance improvements
they have provided in the so called in-the-wild datasets are significant,
however, their performance under image quality degradations have not been
assessed, yet. This is particularly important, since in real-world face
recognition applications, images may contain various kinds of degradations due
to motion blur, noise, compression artifacts, color distortions, and occlusion.
In this work, we have addressed this problem and analyzed the influence of
these image degradations on the performance of deep CNN-based face recognition
approaches using the standard LFW closed-set identification protocol. We have
evaluated three popular deep CNN models, namely, the AlexNet, VGG-Face, and
GoogLeNet. Results have indicated that blur, noise, and occlusion cause a
significant decrease in performance, while deep CNN models are found to be
robust to distortions, such as color distortions and change in color balance",11,2016-08-18 00:00:00
